TIME	nx1r	ny1r	nz1r	mx1r	my1r	mz1r	nx2r	ny2r	nz2r	mx2r	my2r	mz2r
0.000000e+00	0.000000e+00	0.000000e+00	0.000000e+00	0.000000e+00	0.000000e+00	0.000000e+00	0.000000e+00	0.000000e+00	0.000000e+00	0.000000e+00	0.000000e+00	0.000000e+00
1.000000e+00	-3.611917e-04	0.000000e+00	0.000000e+00	0.000000e+00	0.000000e+00	0.000000e+00	5.030752e-03	0.000000e+00	0.000000e+00	0.000000e+00	0.000000e+00	0.000000e+00
2.000000e+00	-6.094980e-11	0.000000e+00	3.723134e+01	0.000000e+00	4.973799e-17	0.000000e+00	-6.831820e-11	0.000000e+00	3.810214e+01	0.000000e+00	0.000000e+00	0.000000e+00
3.000000e+00	-6.613441e-14	0.000000e+00	3.723207e+01	0.000000e+00	2.414052e-15	0.000000e+00	-2.218631e-12	0.000000e+00	3.809208e+01	0.000000e+00	8.390351e-14	0.000000e+00
4.000000e+00	-1.281581e-12	-1.675077e+01	3.711004e+01	-2.185373e-03	3.494362e-15	5.206372e-16	2.294280e-12	-5.665471e+00	3.839115e+01	3.043680e-02	6.885748e-14	-5.530829e-15
4.050000e+00	1.072015e-15	-1.081139e-02	6.523602e+01	6.354589e-05	2.642648e-15	-1.285860e-17	3.857309e-14	3.297931e-03	6.854352e+01	-1.504407e-04	1.213875e-15	-2.397479e-17
4.100000e+00	4.795593e-14	9.475493e-03	2.023527e+01	2.664047e-04	-1.189432e-14	4.554238e-17	-1.948723e-13	-5.642572e-03	1.473680e+01	2.391137e-04	-6.487153e-15	2.491240e-17
4.150000e+00	-7.460917e-14	-4.844098e-03	2.643296e+01	8.265309e-04	3.749683e-15	-5.256511e-17	9.017002e-14	-1.405123e-02	3.321532e+01	3.885763e-04	3.246042e-15	-3.299026e-17
4.200000e+00	6.874413e-14	-5.620652e-03	3.587020e+01	-9.108189e-04	6.474449e-16	4.586788e-17	-2.265545e-14	2.100914e-02	3.151156e+01	-6.478360e-04	-1.088281e-15	3.345017e-17
4.250000e+00	-5.925713e-14	1.596533e-02	5.743505e+01	4.675707e-04	-7.106369e-16	-6.301641e-17	1.788498e-14	-2.079111e-02	6.577387e+01	6.523817e-04	8.531430e-16	-4.044231e-17
4.300000e+00	4.078520e-14	-9.125269e-03	4.484776e+01	1.447828e-04	1.239935e-15	2.583317e-17	-1.291902e-15	8.305254e-03	3.949584e+01	-2.452674e-04	-2.618471e-16	3.140164e-17
4.350000e+00	-4.017124e-14	6.674387e-03	2.263342e+01	-6.273159e-04	-2.560664e-16	-7.885211e-17	1.568792e-14	-2.512730e-04	2.816923e+01	-1.934926e-05	7.132620e-16	-4.566054e-17
4.400000e+00	3.217540e-14	7.084003e-03	2.684865e+01	4.805672e-04	-3.361515e-16	1.574321e-16	-2.049582e-14	-3.925846e-03	2.097546e+01	2.163171e-04	-8.264476e-16	6.683758e-17
4.450000e+00	-3.022243e-14	-1.204435e-02	4.372355e+01	-4.722412e-04	3.700525e-16	1.145163e-16	2.045406e-14	6.200464e-03	5.027430e+01	-3.035953e-04	7.933731e-16	6.885684e-18
4.500000e+00	1.875699e-14	2.185815e-02	4.863295e+01	2.988683e-06	-1.257443e-16	-1.824597e-17	-1.130769e-14	-3.735405e-03	4.561768e+01	2.702885e-04	-4.560890e-16	1.888353e-17
4.550000e+00	-2.276146e-14	-2.777624e-02	3.897402e+01	-1.114649e-03	-1.441106e-16	1.403624e-16	9.360412e-15	2.343818e-02	4.559717e+01	-9.003535e-04	4.089508e-16	1.440669e-17
4.600000e+00	1.351478e-15	3.599217e-02	4.148728e+01	3.937474e-04	6.343994e-17	2.559447e-16	-4.363988e-16	-1.633377e-02	3.733230e+01	7.184303e-04	-3.301680e-17	9.242048e-17
