TIME	X	Y	Z	ROTX	ROTY	ROTZ	FX	FY	FZ	MX	MY	MZ	FXROT	FYROT	FZROT	MXROT	MYROT	MZROT	dX	dY	dZ	dROTX	dROTY	dROTZ	ddX	ddY	ddZ	ddROTX	ddROTY	ddROTZ
0.000000e+00	1.914000e+00	0.000000e+00	-3.552000e+00	0.000000e+00	0.000000e+00	0.000000e+00	0.000000e+00	0.000000e+00	0.000000e+00	0.000000e+00	0.000000e+00	0.000000e+00	0.000000e+00	0.000000e+00	0.000000e+00	0.000000e+00	0.000000e+00	0.000000e+00	0.000000e+00	0.000000e+00	0.000000e+00	0.000000e+00	0.000000e+00	0.000000e+00	0.000000e+00	0.000000e+00	0.000000e+00	0.000000e+00	0.000000e+00	0.000000e+00
1.000000e+00	1.914000e+00	0.000000e+00	-3.552000e+00	0.000000e+00	0.000000e+00	0.000000e+00	0.000000e+00	0.000000e+00	4.965299e-01	0.000000e+00	-1.351018e-21	0.000000e+00	0.000000e+00	0.000000e+00	4.965299e-01	0.000000e+00	-1.351018e-21	0.000000e+00	0.000000e+00	0.000000e+00	-4.965299e-07	0.000000e+00	0.000000e+00	0.000000e+00	0.000000e+00	0.000000e+00	-4.965299e-07	0.000000e+00	0.000000e+00	0.000000e+00
2.000000e+00	0.000000e+00	0.000000e+00	-1.606440e+00	0.000000e+00	-1.570796e+00	0.000000e+00	-5.952282e-13	0.000000e+00	-2.282668e-08	0.000000e+00	-2.666963e-12	0.000000e+00	-2.282668e-08	0.000000e+00	5.952282e-13	0.000000e+00	-2.666963e-12	0.000000e+00	-1.914000e+00	0.000000e+00	1.945560e+00	0.000000e+00	-2.000000e+00	0.000000e+00	-1.914000e+00	0.000000e+00	1.945560e+00	0.000000e+00	-2.000000e+00	0.000000e+00
3.000000e+00	1.852381e-15	0.000000e+00	-1.606440e+00	0.000000e+00	-1.570796e+00	0.000000e+00	1.187709e-26	0.000000e+00	-1.669775e-13	0.000000e+00	2.940109e-28	0.000000e+00	-1.669775e-13	0.000000e+00	-1.239616e-26	0.000000e+00	2.940109e-28	0.000000e+00	0.000000e+00	0.000000e+00	0.000000e+00	0.000000e+00	0.000000e+00	0.000000e+00	0.000000e+00	0.000000e+00	0.000000e+00	0.000000e+00	0.000000e+00	0.000000e+00
4.000000e+00	1.852381e-15	-1.000000e-02	-1.606440e+00	0.000000e+00	-1.570796e+00	0.000000e+00	1.187709e-26	-1.553285e+00	-1.669775e-13	4.025230e-05	2.940109e-28	7.043266e-18	-1.669775e-13	-1.553285e+00	-1.239616e-26	7.168395e-18	2.940109e-28	-4.025230e-05	0.000000e+00	-1.000000e-02	0.000000e+00	0.000000e+00	0.000000e+00	0.000000e+00	0.000000e+00	-1.000000e-02	0.000000e+00	0.000000e+00	0.000000e+00	0.000000e+00
4.050000e+00	1.729213e-15	-8.940381e-03	-1.595738e+00	-9.795053e-04	-1.570796e+00	9.795053e-04	1.983405e-21	1.568405e-12	2.060574e-13	-1.216553e-13	-2.218915e-22	5.739284e-24	2.080133e-13	1.568147e-12	-1.983404e-21	5.462252e-24	-2.218985e-22	1.216553e-13	-4.926753e-15	5.238476e-02	4.280760e-01	-4.988580e-02	-3.318832e-14	-1.149524e-14	-1.642251e-13	2.086159e+00	1.426920e+01	-1.662860e+00	-1.106277e-12	-3.831747e-13
4.100000e+00	9.751126e-16	-4.650458e-03	-1.582723e+00	-2.270980e-03	-1.570795e+00	2.270980e-03	-4.335599e-22	-1.019833e-11	-9.734435e-12	-3.982446e-13	-7.198946e-23	1.940006e-25	-9.763883e-12	-1.017014e-11	4.335574e-22	-1.380387e-26	-7.199016e-23	3.982446e-13	-2.523725e-14	1.192121e-01	9.251034e-02	-1.588847e-02	-9.375751e-14	-2.058404e-14	-5.675330e-13	8.368070e-01	-2.069832e+01	2.241818e+00	-1.282630e-12	-4.174689e-14
4.150000e+00	-8.041666e-16	1.579747e-03	-1.600213e+00	-1.715374e-03	-1.570796e+00	1.715374e-03	-1.666074e-27	-1.501577e-14	3.819167e-13	-7.426786e-17	8.740347e-29	-3.047687e-31	3.818830e-13	-1.584987e-14	-9.094684e-28	3.808515e-31	8.724720e-29	7.426786e-17	-4.593392e-14	1.299961e-01	-7.920846e-01	4.418525e-02	-1.334333e-13	-1.911874e-14	-3.115338e-13	-1.984073e-01	-1.568762e+01	5.079120e-01	-4.669830e-13	7.401048e-14
4.200000e+00	-3.162887e-15	7.074469e-03	-1.630040e+00	1.695440e-03	-1.570796e+00	-1.695440e-03	6.916732e-27	1.334349e-14	-7.815970e-14	7.676188e-17	5.700004e-29	6.486176e-31	-7.818832e-14	1.317474e-14	-6.369815e-27	1.423335e-32	5.715133e-29	-7.676188e-17	-4.841488e-14	8.979281e-02	-4.010052e-01	1.295263e-01	1.258847e-13	2.592062e-14	1.249904e-13	-1.207837e+00	2.349439e+01	2.506095e+00	8.952375e-12	1.472295e-12
4.250000e+00	-4.049337e-15	9.845471e-03	-1.633211e+00	5.544918e-03	-1.570789e+00	-5.544918e-03	-2.120458e-27	-2.164935e-15	2.131628e-14	-6.418515e-17	-1.357734e-28	-1.089042e-30	2.133104e-14	-2.014389e-15	2.212266e-27	-4.012480e-31	-1.357239e-28	6.418515e-17	1.295687e-14	2.104726e-02	2.741604e-01	6.652646e-02	3.023708e-13	8.853548e-14	1.962398e-12	-1.486294e+00	6.842591e+00	-3.770726e+00	-9.338929e-14	1.119942e-12
4.300000e+00	-2.682943e-15	9.412634e-03	-1.605634e+00	7.149366e-03	-1.570785e+00	-7.149366e-03	7.976961e-27	-4.773959e-15	2.984279e-13	-7.003953e-17	-1.384401e-28	-1.924287e-31	2.984590e-13	-2.057251e-15	-5.083742e-27	3.990308e-31	-1.377988e-28	7.003953e-17	4.169888e-14	-3.836073e-02	8.289328e-01	1.518753e-02	-7.944340e-14	2.434263e-13	-3.501982e-13	-9.894035e-01	1.393069e+01	8.025196e-01	-1.265484e-11	4.394293e-12
4.350000e+00	-1.708898e-15	6.684297e-03	-1.576571e+00	6.561986e-03	-1.570786e+00	-6.561986e-03	1.096201e-25	1.076916e-14	-2.700062e-13	-9.215720e-17	-4.248338e-26	-3.738433e-28	-2.700868e-13	8.512916e-15	-1.106649e-25	-1.917287e-29	-4.248276e-26	9.215720e-17	-2.737073e-15	-7.077273e-02	3.335839e-01	-4.510262e-02	-1.842641e-13	3.749042e-13	-1.247733e-12	-4.207978e-01	-2.579876e+01	-2.544685e+00	4.918174e-12	1.437933e-12
4.400000e+00	-1.869390e-15	2.678416e-03	-1.584612e+00	2.166572e-03	-1.570795e+00	-2.166572e-03	1.072851e-27	-1.253164e-14	-5.826450e-13	-1.084211e-18	-5.798506e-29	-3.577145e-32	-5.826083e-13	-1.413886e-14	-1.336335e-27	1.227396e-31	-5.795178e-29	1.084211e-18	-3.682598e-15	-8.946253e-02	-6.552448e-01	-1.787547e-01	1.227054e-13	-1.373612e-13	8.003045e-13	-3.424613e-01	-1.576179e+01	-2.758614e+00	6.897279e-12	-1.804523e-11
4.450000e+00	-1.599491e-15	-2.132694e-03	-1.617261e+00	-5.756027e-03	-1.570789e+00	5.756027e-03	-1.047607e-27	-1.171285e-14	-1.207923e-13	1.061461e-16	-1.185392e-29	-1.066967e-30	-1.208749e-13	-1.082728e-14	8.729806e-28	-9.181207e-31	-1.269564e-29	-1.061461e-16	1.447858e-14	-1.029819e-01	-6.507211e-01	-2.247435e-01	-9.366422e-14	-7.649215e-13	7.183617e-14	-2.223368e-01	1.065865e+01	3.061175e-01	-1.181866e-11	-8.807019e-12
4.500000e+00	-1.031108e-15	-7.474316e-03	-1.634645e+00	-1.244800e-02	-1.570760e+00	1.244800e-02	8.835242e-28	1.609823e-15	2.096101e-13	7.155864e-17	-7.418048e-29	-7.630199e-30	2.096093e-13	-1.712417e-15	-1.478398e-27	-8.979682e-30	-7.152550e-29	-7.155864e-17	8.256740e-15	-1.106830e-01	-4.463058e-02	-1.160791e-01	-1.208807e-13	-9.639474e-13	-2.552854e-13	-1.084808e-01	1.309725e+01	3.418068e+00	6.923890e-12	-8.178789e-13
4.550000e+00	4.840856e-16	-1.271359e-02	-1.622922e+00	-1.628201e-02	-1.570735e+00	1.628201e-02	-1.327558e-25	7.327472e-15	-2.984279e-13	2.417785e-17	1.887799e-26	-4.069023e-28	-2.982119e-13	1.351216e-14	1.366281e-25	-1.567160e-29	1.888510e-26	-2.417785e-17	5.235099e-14	-9.888800e-02	5.135521e-01	-7.918751e-02	-1.539732e-13	-2.126392e-12	1.639998e-12	4.654879e-01	9.874588e+00	-1.048993e+00	-5.682353e-12	-3.818937e-11
4.600000e+00	5.034211e-15	-1.670299e-02	-1.598196e+00	-1.710728e-02	-1.570729e+00	1.710728e-02	2.019484e-27	-7.771561e-15	3.907985e-13	-2.801579e-16	-5.046541e-27	1.124473e-28	3.905365e-13	-1.628132e-14	-1.360385e-26	8.105557e-30	-5.112056e-27	2.801579e-16	1.296540e-13	-6.068792e-02	4.754915e-01	3.715642e-02	-4.312928e-13	-2.530301e-12	1.483436e-12	9.630109e-01	-7.851746e+00	4.577460e+00	-5.743289e-12	1.203501e-11
4.650000e+00	1.037038e-14	-1.735994e-02	-1.582938e+00	-9.830426e-03	-1.570774e+00	9.830426e-03	-1.107687e-25	1.332268e-15	3.410605e-13	8.335525e-16	5.430685e-26	-8.296241e-28	3.410505e-13	-2.936610e-15	1.043723e-25	-1.637266e-28	5.452818e-26	-8.335525e-16	8.379289e-14	3.440971e-02	1.348243e-01	3.334561e-01	5.274649e-13	1.380444e-12	-2.517663e-12	2.527914e+00	-6.121075e+00	6.825017e+00	3.520325e-11	1.225135e-10
4.700000e+00	8.645587e-15	-1.198687e-02	-1.590450e+00	6.959978e-03	-1.570785e+00	-6.959978e-03	3.433123e-26	-2.331468e-15	1.527667e-13	-1.292517e-16	2.706224e-27	4.037171e-29	1.527814e-13	-9.776182e-16	-3.044948e-26	1.303077e-29	2.694099e-27	1.292517e-16	-1.527848e-13	1.805131e-01	-4.352822e-01	5.217055e-01	1.159279e-12	5.116225e-12	-6.207481e-12	3.184836e+00	-1.492283e+01	1.724967e+00	-2.219482e-12	4.264502e-11
4.750000e+00	-1.626848e-15	-5.142128e-04	-1.616433e+00	2.087361e-02	-1.570696e+00	-2.087361e-02	2.422189e-23	-1.894040e-13	4.405365e-13	7.675019e-15	-1.109202e-24	-2.092989e-26	4.454142e-13	-1.776303e-13	-2.417984e-23	8.898678e-27	-1.110319e-24	-7.675019e-15	-2.581126e-13	2.783934e-01	-6.040479e-01	1.869338e-01	-5.861599e-13	3.675467e-12	6.273955e-13	1.139453e+00	4.323032e+00	-1.230903e+01	-5.725426e-11	-7.684176e-11
