TIME	nx1r	ny1r	nz1r	mx1r	my1r	mz1r	nx2r	ny2r	nz2r	mx2r	my2r	mz2r
0.000000e+00	0.000000e+00	0.000000e+00	0.000000e+00	0.000000e+00	0.000000e+00	0.000000e+00	0.000000e+00	0.000000e+00	0.000000e+00	0.000000e+00	0.000000e+00	0.000000e+00
1.000000e+00	-5.030752e-03	0.000000e+00	0.000000e+00	0.000000e+00	0.000000e+00	0.000000e+00	3.611917e-04	0.000000e+00	0.000000e+00	0.000000e+00	0.000000e+00	0.000000e+00
2.000000e+00	-6.267937e-11	0.000000e+00	8.919801e+00	0.000000e+00	-3.730349e-17	0.000000e+00	-6.259020e-11	0.000000e+00	9.790600e+00	0.000000e+00	0.000000e+00	0.000000e+00
3.000000e+00	-7.351919e-13	0.000000e+00	8.929863e+00	0.000000e+00	-5.850238e-14	0.000000e+00	-2.812124e-13	0.000000e+00	9.789878e+00	0.000000e+00	-2.134921e-14	0.000000e+00
4.000000e+00	-7.351919e-13	-7.382117e+00	8.929863e+00	0.000000e+00	-5.850238e-14	0.000000e+00	-2.812124e-13	-7.329588e+00	9.789878e+00	0.000000e+00	-2.134921e-14	0.000000e+00
4.050000e+00	-8.268295e-13	-1.993576e-01	1.092011e+01	1.106035e-02	-6.009016e-14	-2.041443e-17	-2.740900e-13	-6.140593e-02	1.179290e+01	1.581250e-03	-1.991716e-14	1.251025e-16
4.100000e+00	-1.238792e-12	-1.155494e-01	1.917853e+01	8.532362e-03	-6.740299e-14	1.280597e-17	-2.362443e-13	-3.239945e-02	2.005890e+01	3.064677e-03	-1.395309e-14	-9.389698e-17
4.150000e+00	-1.769545e-12	-2.840979e-01	2.818220e+01	1.019136e-02	-7.744989e-14	-2.686766e-17	-1.783184e-13	-1.656339e-02	2.900679e+01	-4.619317e-04	-7.381864e-15	5.656577e-17
4.200000e+00	-1.601434e-12	-1.322134e-01	2.224331e+01	7.981868e-03	-7.832291e-14	4.442104e-20	-2.604543e-13	-4.189034e-02	2.305825e+01	1.483147e-03	-1.100504e-14	-9.137042e-17
4.250000e+00	-8.691061e-13	-9.649572e-02	9.042773e+00	4.396058e-03	-6.675040e-14	-2.995774e-17	-3.391342e-13	-9.876588e-03	9.958281e+00	7.360475e-04	-2.258381e-14	-3.827035e-18
4.300000e+00	-6.089343e-13	2.306104e-02	7.344842e+00	7.306213e-04	-5.711089e-14	-6.285224e-19	-2.624200e-13	-1.477205e-02	8.214256e+00	7.912532e-04	-2.523557e-14	-5.755469e-17
4.350000e+00	-5.381461e-13	-3.390070e-03	5.301476e+00	-2.051053e-03	-5.329004e-14	3.905408e-17	-2.620833e-13	2.098354e-02	6.106736e+00	-1.152161e-03	-2.394058e-14	4.375262e-17
4.400000e+00	1.062407e-14	3.717168e-02	-4.261567e+00	-4.496228e-03	-3.874120e-14	2.158050e-17	-1.865805e-13	1.696672e-02	-3.362973e+00	-2.755604e-03	-3.221965e-14	1.858157e-18
4.450000e+00	4.457960e-13	-3.672545e-02	-6.885269e+00	-5.927862e-03	-1.353485e-14	1.785632e-17	1.465149e-13	3.284918e-02	-6.009942e+00	-5.806181e-03	-3.547712e-14	1.012494e-17
4.500000e+00	4.392495e-13	2.711704e-02	-2.153481e+00	-8.743743e-03	-3.685435e-16	-4.276650e-17	2.711850e-13	2.501959e-02	-1.298707e+00	-7.093618e-03	-2.661202e-14	-4.466858e-17
4.550000e+00	2.403638e-14	1.696769e-01	6.006248e+00	-1.600262e-02	-1.467313e-14	8.780812e-18	3.811795e-14	8.788631e-02	6.888381e+00	-6.299967e-03	-1.697441e-14	6.056390e-18
4.600000e+00	-6.725061e-13	4.207778e-01	1.314025e+01	-2.368543e-02	-4.335445e-14	-1.277335e-17	-2.030325e-13	1.197705e-01	1.396799e+01	-4.255446e-03	-1.144638e-14	4.948489e-17
4.650000e+00	-1.054881e-12	4.461766e-01	1.593689e+01	-2.455932e-02	-6.020896e-14	8.415342e-18	-2.721321e-13	1.218131e-01	1.682305e+01	-3.641002e-03	-1.196350e-14	5.752906e-17
4.700000e+00	-1.277997e-12	4.001332e-01	2.134039e+01	-1.899460e-02	-6.638159e-14	8.458607e-18	-2.096834e-13	6.573258e-02	2.220921e+01	-2.409204e-03	-1.257978e-14	8.831581e-17
4.750000e+00	-1.596858e-12	2.367144e-01	2.435096e+01	-1.120474e-02	-7.562093e-14	-7.836475e-17	-2.143659e-13	3.476317e-02	2.517339e+01	-1.139979e-03	-1.026430e-14	7.990324e-17
4.800000e+00	-1.513013e-12	6.437486e-02	1.893017e+01	-3.024518e-03	-7.948582e-14	-1.563024e-16	-3.152525e-13	8.558652e-03	1.979835e+01	-6.491365e-04	-1.319342e-14	-6.807393e-18
4.850000e+00	-1.003415e-12	-6.992122e-02	1.113427e+01	3.591550e-03	-6.983592e-14	-1.277735e-16	-3.357907e-13	-2.092853e-02	1.199157e+01	5.407109e-04	-2.096706e-14	-3.262918e-17
4.900000e+00	-4.876921e-13	-8.644525e-02	4.506269e+00	7.972368e-03	-5.520384e-14	-8.034191e-17	-2.669356e-13	-5.234833e-02	5.373204e+00	2.613038e-03	-2.752064e-14	-2.598715e-17
4.950000e+00	-1.322081e-13	-8.879029e-02	-2.929549e-01	1.046205e-02	-4.254221e-14	-2.251337e-17	-1.765347e-13	-6.605815e-02	5.702101e-01	5.022533e-03	-3.116545e-14	8.541412e-18
5.000000e+00	1.422071e-13	-2.628665e-02	-3.931953e+00	1.164767e-02	-2.917441e-14	1.667967e-17	-4.925985e-14	-6.880369e-02	-3.072509e+00	7.869917e-03	-3.259678e-14	4.203472e-17
5.050000e+00	3.256691e-13	-1.297207e-02	-4.677069e+00	1.272973e-02	-1.414965e-14	8.033368e-17	1.193270e-13	-5.937663e-02	-3.798262e+00	1.032174e-02	-3.059443e-14	9.793110e-17
5.100000e+00	2.627424e-13	-8.665834e-02	-4.568861e-02	1.714985e-02	-9.743666e-15	4.560740e-17	1.456916e-13	-8.611609e-02	8.195116e-01	1.053066e-02	-2.480508e-14	7.982813e-17
5.150000e+00	-2.179132e-13	-3.523743e-01	7.790610e+00	2.555005e-02	-2.874047e-14	-3.997540e-17	-6.403257e-14	-1.402066e-01	8.657210e+00	7.788920e-03	-1.843660e-14	-6.085364e-17
5.200000e+00	-1.002544e-12	-5.552292e-01	1.490622e+01	3.105056e-02	-5.982840e-14	-6.163927e-17	-2.695874e-13	-1.538697e-01	1.576463e+01	4.985173e-03	-1.353804e-14	-1.591388e-16
5.250000e+00	-1.523877e-12	-5.732379e-01	1.960108e+01	2.826332e-02	-7.849711e-14	-1.804900e-17	-3.089303e-13	-1.125840e-01	2.046811e+01	3.673666e-03	-1.207284e-14	-1.666325e-16
5.300000e+00	-1.644935e-12	-4.281171e-01	2.245605e+01	2.087391e-02	-8.120832e-14	3.045100e-17	-2.590447e-13	-6.731284e-02	2.331436e+01	2.707875e-03	-1.239644e-14	-1.067682e-16
5.350000e+00	-1.596825e-12	-2.808765e-01	2.188119e+01	1.317036e-02	-7.991707e-14	1.319001e-16	-2.549423e-13	-4.399840e-02	2.273011e+01	1.683952e-03	-1.295939e-14	1.192356e-17
5.400000e+00	-1.367805e-12	-9.563562e-02	1.680174e+01	5.611820e-03	-7.770891e-14	2.280856e-16	-3.129965e-13	-2.346224e-02	1.765841e+01	1.025913e-03	-1.666867e-14	1.132772e-16
5.450000e+00	-9.463454e-13	1.896187e-02	9.286952e+00	-1.659886e-03	-7.111752e-14	1.999065e-16	-3.584756e-13	9.321764e-03	1.014600e+01	-3.651880e-04	-2.342921e-14	1.177236e-16
5.500000e+00	-4.386182e-13	8.303394e-02	2.162650e+00	-7.712009e-03	-5.815933e-14	6.666701e-17	-3.140089e-13	4.824273e-02	3.029344e+00	-3.145031e-03	-3.048721e-14	1.526417e-17
5.550000e+00	-2.750036e-15	5.309394e-02	-2.542885e+00	-1.218829e-02	-4.022314e-14	-5.921922e-17	-1.560917e-13	7.299751e-02	-1.676996e+00	-7.275065e-03	-3.435797e-14	-9.129973e-17
5.600000e+00	2.468530e-13	3.049686e-02	-4.347843e+00	-1.567870e-02	-2.190486e-14	-1.556728e-16	3.381549e-14	8.154263e-02	-3.481669e+00	-1.179836e-02	-3.227825e-14	-1.769405e-16
5.650000e+00	2.769516e-13	5.285240e-02	-2.684126e+00	-2.098812e-02	-1.003375e-14	-1.484714e-16	1.255728e-13	1.022330e-01	-1.813011e+00	-1.501186e-02	-2.489611e-14	-1.855796e-16
5.700000e+00	9.653059e-14	2.939879e-01	2.788027e+00	-3.159905e-02	-1.096884e-14	-2.917984e-17	5.206419e-14	1.751789e-01	3.659226e+00	-1.462614e-02	-1.643694e-14	-4.630195e-17
5.750000e+00	-2.493082e-13	6.797017e-01	1.039411e+01	-4.460370e-02	-2.282037e-14	1.462556e-16	-7.881688e-14	2.406780e-01	1.126926e+01	-1.073492e-02	-1.083656e-14	1.468758e-16
5.800000e+00	-6.293924e-13	9.551481e-01	1.732069e+01	-4.935534e-02	-3.710961e-14	1.986354e-16	-1.368137e-13	2.238975e-01	1.819544e+01	-6.798728e-03	-9.298559e-15	2.578750e-16
5.850000e+00	-1.011516e-12	8.618966e-01	2.169447e+01	-4.160084e-02	-5.238116e-14	1.021626e-16	-1.604549e-13	1.480076e-01	2.256410e+01	-4.814635e-03	-1.001300e-14	2.816669e-16
5.900000e+00	-1.429886e-12	5.879116e-01	2.277038e+01	-2.762308e-02	-7.017484e-14	-1.401699e-16	-2.210787e-13	8.961572e-02	2.362863e+01	-3.399338e-03	-1.052829e-14	1.908338e-16
5.950000e+00	-1.609521e-12	2.563875e-01	2.017515e+01	-1.317899e-02	-8.234831e-14	-3.476611e-16	-3.062173e-13	4.543425e-02	2.103031e+01	-1.993498e-03	-1.296481e-14	-4.571555e-17
6.000000e+00	-1.344493e-12	-1.806961e-03	1.429104e+01	1.595435e-04	-8.187229e-14	-4.139599e-16	-3.669081e-13	-2.425312e-03	1.514582e+01	-2.522313e-04	-1.958636e-14	-2.031441e-16
6.050000e+00	-8.296275e-13	-1.545298e-01	6.772312e+00	1.096084e-02	-7.243546e-14	-3.279447e-16	-3.741238e-13	-6.812147e-02	7.635302e+00	3.059881e-03	-2.834722e-14	-1.860244e-16
6.100000e+00	-3.062170e-13	-1.437614e-01	1.477104e-01	1.832980e-02	-5.864662e-14	-1.101814e-16	-2.992037e-13	-1.160736e-01	1.015127e+00	8.505237e-03	-3.633636e-14	-3.482730e-17
6.150000e+00	8.696685e-14	-7.994267e-02	-3.643468e+00	2.282293e-02	-4.217173e-14	1.399609e-16	-1.354032e-13	-1.333923e-01	-2.773659e+00	1.519791e-02	-4.035590e-14	1.862827e-16
6.200000e+00	2.399818e-13	-4.003761e-02	-3.803310e+00	2.763483e-02	-2.808077e-14	2.878085e-16	1.690979e-14	-1.342661e-01	-2.933943e+00	2.094744e-02	-3.754543e-14	3.360457e-16
6.250000e+00	1.005697e-13	-2.251461e-01	-3.155103e-01	3.831498e-02	-2.529437e-14	2.419403e-16	1.013630e-14	-2.012383e-01	5.590469e-01	2.287441e-02	-2.934637e-14	2.876163e-16
